Source.Name;joueur;Position;Club;Numéro;Âge;Taille;Valeur de transfert
senegal.csv;;;;;;;
senegal.csv;Malick Diouf;;;;;;
senegal.csv;;MD, MC;Everton;5;36;174 cm;1,5 M €
senegal.csv;;;;;;;
senegal.csv;Idrissa Gana Gueye;;;;;;
senegal.csv;;MD, DC, MC;Rayo Vallecano;6;32;183 cm;1,9 M €
senegal.csv;;;;;;;
senegal.csv;Pathé Ciss;;;;;;
senegal.csv;;MD, MC;Monaco;8;22;173 cm;41 M €
senegal.csv;;;;;;;
senegal.csv;Lamine Camara;;;;;;
senegal.csv;;MD, MC, MO;Tottenham Hotspur;17;23;184 cm;43,6 M €
senegal.csv;;;;;;;
senegal.csv;Pape Sarr;;;;;;
senegal.csv;;MD;Bayern München;22;18;180 cm;310 k €
senegal.csv;;;;;;;
senegal.csv;Bara Ndiaye;;;;;;
senegal.csv;;MC, MO, MD;Sunderland;21;22;179 cm;43,5 M €
senegal.csv;;;;;;;
senegal.csv;Habib Diarra;;;;;;
senegal.csv;;MC, MD;Villarreal;26;27;189 cm;30 M €
senegal.csv;;;;;;;
senegal.csv;Pape Gueye;;;;;;
senegal.csv;;MG, AG, ATT;Al Nassr FC;10;34;175 cm;9,3 M €
senegal.csv;;;;;;;
senegal.csv;Sadio Mané;;;;;;
senegal.csv;;MO, AD, AG;Crystal Palace;18;28;185 cm;41,5 M €
senegal.csv;;;;;;;
senegal.csv;Ismaïla Sarr;;;;;;
senegal.csv;;AD, AG;Como;7;20;185 cm;35 M €
senegal.csv;;;;;;;
senegal.csv;Assane Diao;;;;;;
senegal.csv;;AD, AG, MO;Everton;13;26;180 cm;52,2 M €
senegal.csv;;;;;;;
senegal.csv;Iliman Ndiaye;;;;;;
senegal.csv;;AD, AG;Paris Saint-Germain;20;18;175 cm;33,4 M €
senegal.csv;;;;;;;
senegal.csv;Ibrahim Mbaye;;;;;;
senegal.csv;;ATT;Lorient;9;26;178 cm;2 M €
senegal.csv;;;;;;;
senegal.csv;Bamba Dieng;;;;;;
senegal.csv;;ATT;Bayern München;11;24;187 cm;44,1 M €
senegal.csv;;;;;;;
senegal.csv;Nicolas Jackson;;;;;;
senegal.csv;;ATT, AG;Samsunspor;12;30;190 cm;4,4 M €
senegal.csv;;;;;;;
senegal.csv;Cherif Ndiaye;;;;;;
suede.csv;;Entraineur;Angleterre;;51;;
suede.csv;;;;;;;
suede.csv;Graham Potter;;;;;;
suede.csv;;GA;Derby County;1;27;195 cm;1,9 M €
suede.csv;;;;;;;
suede.csv;Jacob Widell Zetterström;;;;;;
suede.csv;;GA;Stoke City;12;27;186 cm;9,9 M €
suede.csv;;;;;;;
suede.csv;Viktor Johansson;;;;;;
suede.csv;;GA;AIK;23;36;190 cm;217,2 k €
suede.csv;;;;;;;
suede.csv;Kristoffer Nordfeldt;;;;;;
suede.csv;;DC, DD, DG;Braga;2;26;193 cm;3,4 M €
suede.csv;;;;;;;
suede.csv;Gustaf Lagerbielke;;;;;;
suede.csv;;DC, MD, DD;Aston Villa;3;31;187 cm;5,5 M €
suede.csv;;;;;;;
suede.csv;Victor Nilsson Lindelöf;;;;;;
suede.csv;;DC;Atalanta;4;27;191 cm;27,2 M €
suede.csv;;;;;;;
suede.csv;Isak Hien;;;;;;
suede.csv;;DC;Burnley;14;27;187 cm;6,8 M €
suede.csv;;;;;;;
suede.csv;Hjalmar Ekdal;;;;;;
suede.csv;;DC;Celta Vigo;15;31;185 cm;4 M €
suede.csv;;;;;;;
suede.csv;Carl Starfelt;;;;;;
suede.csv;;DC, MD;St. Pauli;20;29;190 cm;3,7 M €
suede.csv;;;;;;;
suede.csv;Eric Smith;;;;;;
suede.csv;;DLG, DG, MG, DC;Leeds United;5;27;181 cm;20,6 M €
suede.csv;;;;;;;
suede.csv;Gabriel Gudmundsson;;;;;;
suede.csv;;DLG, MG, DG, DC;Borussia Dortmund;8;24;183 cm;27 M €
suede.csv;;;;;;;
suede.csv;Daniel Svensson;;;;;;
suede.csv;;DLG, MG, DG, AG;Pafos FC;13;32;177 cm;597,5 k €
suede.csv;;;;;;;
suede.csv;Ken Sema;;;;;;
suede.csv;;MD, MC;Brighton & Hove Albion;18;22;172 cm;38,3 M €
suede.csv;;;;;;;
suede.csv;Yasin Ayari;;;;;;
suede.csv;;MD, MC, AG, MO;Wolfsburg;19;27;178 cm;9,9 M €
suede.csv;;;;;;;
suede.csv;Mattias Svanberg;;;;;;
suede.csv;;MC, MO, MG, MD, AG;Tottenham Hotspur;7;20;186 cm;57 M €
suede.csv;;;;;;;
suede.csv;Lucas Bergvall;;;;;;
suede.csv;;MC, MD;Udinese;16;30;182 cm;3,3 M €
suede.csv;;;;;;;
suede.csv;Jesper Karlström;;;;;;
suede.csv;;MC, MO, AD, AG;Union St.Gilloise;22;23;187 cm;4,2 M €
suede.csv;;;;;;;
suede.csv;Besfort Zeneli;;;;;;
suede.csv;;MD, DC, DLD, DD;FC Dallas;6;28;190 cm;1,2 M €
suede.csv;;;;;;;
suede.csv;Herman Johansson;;;;;;
suede.csv;;MD, DLD, MO, AD;Holstein Kiel;21;27;185 cm;1,9 M €
suede.csv;;;;;;;
suede.csv;Alexander Bernhardsson;;;;;;
suede.csv;;MD, ATT;Malmö FF;26;27;;642,9 k €
suede.csv;;;;;;;
suede.csv;Taha Abdi AliBlessure à la cuisse - Quelques semaines;;;;;;
suede.csv;;MG, AG, AD;Mjällby;24;23;;2,1 M €
suede.csv;;;;;;;
suede.csv;Elliot StroudBlessure à l'aine - Inconnu;;;;;;
suede.csv;;MO, MC, ATT, AD;Celtic;10;24;184 cm;8,6 M €
suede.csv;;;;;;;
suede.csv;Benjamin Nygren;;;;;;
suede.csv;;AD, ATT, MO;Newcastle United;11;24;178 cm;49,8 M €
suede.csv;;;;;;;
suede.csv;Anthony Elanga;;;;;;
suede.csv;;ATT;Liverpool;9;26;192 cm;103,1 M €
suede.csv;;;;;;;
suede.csv;Alexander Isak;;;;;;
suede.csv;;ATT;Arsenal;17;28;187 cm;67,5 M €
suede.csv;;;;;;;
suede.csv;Viktor Gyökeres;;;;;;
suede.csv;;ATT;Club Brugge;25;29;197 cm;1,5 M €
suede.csv;;;;;;;
suede.csv;Gustaf Nilsson;;;;;;
suisse.csv;;Entraineur;Suisse;;51;;
suisse.csv;;;;;;;
suisse.csv;Murat Yakin;;;;;;
suisse.csv;;GA;Borussia Dortmund;1;28;193 cm;41,1 M €
suisse.csv;;;;;;;
suisse.csv;Gregor Kobel;;;;;;
suisse.csv;;GA;Lorient;12;31;186 cm;2,2 M €
suisse.csv;;;;;;;
suisse.csv;Yvon Mvogo;;;;;;
suisse.csv;;GA;Young Boys;21;23;190 cm;9,8 M €
suisse.csv;;;;;;;
suisse.csv;Marvin Keller;;;;;;
suisse.csv;;DC;Borussia Mönchengladbach;4;29;187 cm;6,9 M €
suisse.csv;;;;;;;
suisse.csv;Nico Elvedi;;;;;;
suisse.csv;;DC;Inter;5;30;188 cm;18,1 M €
suisse.csv;;;;;;;
suisse.csv;Manuel Akanji;;;;;;
suisse.csv;;DC;Valencia;18;28;183 cm;1,5 M €
suisse.csv;;;;;;;
suisse.csv;Eray Cömert;;;;;;
suisse.csv;;DC, DD;Eintracht Frankfurt;24;22;194 cm;10,2 M €
suisse.csv;;;;;;;
suisse.csv;Aurèle Amenda;;;;;;
suisse.csv;;DC;VfB Stuttgart;25;23;187 cm;12,9 M €
suisse.csv;;;;;;;
suisse.csv;Luca Jaquez;;;;;;
suisse.csv;;DC, MD, MC;Monaco;6;29;189 cm;26,4 M €
suisse.csv;;;;;;;
suisse.csv;Denis Zakaria;;;;;;
suisse.csv;;DG;Real Betis;13;33;180 cm;1,6 M €
suisse.csv;;;;;;;
suisse.csv;Ricardo Rodríguez;;;;;;
suisse.csv;;MD, MC;Bologna;8;34;181 cm;2,7 M €
suisse.csv;;;;;;;
suisse.csv;Remo Freuler;;;;;;
suisse.csv;;MD, MO, AD, MC, AG;Freiburg;9;20;182 cm;31,2 M €
suisse.csv;;;;;;;
suisse.csv;Johan Manzambi;;;;;;
suisse.csv;;MD, MC;Sunderland;10;33;185 cm;17,1 M €
suisse.csv;;;;;;;
suisse.csv;Granit Xhaka;;;;;;
suisse.csv;;MC;Milan;14;23;181 cm;33,9 M €
suisse.csv;;;;;;;
suisse.csv;Ardon Jashari;;;;;;
suisse.csv;;MC, MD;Sevilla;15;29;184 cm;7,2 M €
suisse.csv;;;;;;;
suisse.csv;Djibril Sow;;;;;;
suisse.csv;;MC, MD;Pisa;20;29;185 cm;4,9 M €
suisse.csv;;;;;;;
suisse.csv;Michel Aebischer;;;;;;
suisse.csv;;MD, DD, DLG, MG, DLD;Mainz 05;3;33;182 cm;772,8 k €
suisse.csv;;;;;;;
suisse.csv;Silvan Widmer;;;;;;
suisse.csv;;MO, MD, MC, AD, DLG;Augsburg;22;24;179 cm;10 M €
suisse.csv;;;;;;;
suisse.csv;Fabian Rieder;;;;;;
suisse.csv;;AD, DD, MD;Huracan;2;29;174 cm;723,6 k €
suisse.csv;;;;;;;
suisse.csv;Lucas Blondel;;;;;;
suisse.csv;;AD, AG, MD, ATT, MO;Nottingham Forest;11;25;184 cm;43,3 M €
suisse.csv;;;;;;;
suisse.csv;Dan Ndoye;;;;;;
suisse.csv;;AD, MD, ATT, MO, MG, AG;Young Boys;16;32;185 cm;1,4 M €
suisse.csv;;;;;;;
suisse.csv;Christian Fassnacht;;;;;;
suisse.csv;;AD;Burnley;23;25;185 cm;12,2 M €
suisse.csv;;;;;;;
suisse.csv;Zeki Amdouni;;;;;;
suisse.csv;;AG, MO, MD, AD;Sevilla;17;27;174 cm;12,7 M €
suisse.csv;;;;;;;
suisse.csv;Rubén Vargas;;;;;;
suisse.csv;;AG, ATT, MO;Leeds United;19;26;185 cm;21 M €
suisse.csv;;;;;;;
suisse.csv;Noah Okafor;;;;;;
suisse.csv;;ATT;Rennes;7;29;187 cm;12,7 M €
suisse.csv;;;;;;;
suisse.csv;Breel Embolo;;;;;;
suisse.csv;;ATT;Fortuna Düsseldorf;26;29;189 cm;1,4 M €
suisse.csv;;;;;;;
suisse.csv;Cedric Itten;;;;;;
tchequie.csv;;Entraineur;Tchéquie;;74;;
tchequie.csv;;;;;;;
tchequie.csv;Miroslav Koubek;;;;;;
tchequie.csv;;GA;PSV Eindhoven;1;26;196 cm;6,8 M €
tchequie.csv;;;;;;;
tchequie.csv;Matej Kovár;;;;;;
tchequie.csv;;GA;Slavia Prague;16;30;192 cm;1,6 M €
tchequie.csv;;;;;;;
tchequie.csv;Jindrich Stanek;;;;;;
tchequie.csv;;GA;Braga;23;23;197 cm;12,3 M €
tchequie.csv;;;;;;;
tchequie.csv;Lukás Hornícek;;;;;;
tchequie.csv;;DD, DLD, MD;Hoffenheim;5;33;176 cm;2 M €
tchequie.csv;;;;;;;
tchequie.csv;Vladimír Coufal;;;;;;
tchequie.csv;;DC;Slavia Prague;2;25;190 cm;6,9 M €
tchequie.csv;;;;;;;
tchequie.csv;David ZimaBlessé - Inconnu;;;;;;
tchequie.csv;;DC, DD;Slavia Prague;3;33;180 cm;912 k €
tchequie.csv;;;;;;;
tchequie.csv;Tomás Holes;;;;;;
tchequie.csv;;DC;Hoffenheim;4;26;190 cm;2 M €
tchequie.csv;;;;;;;
tchequie.csv;Robin Hranác;;;;;;
tchequie.csv;;DC;Slavia Prague;6;23;188 cm;6 M €
tchequie.csv;;;;;;;
tchequie.csv;Stepán Chaloupek;;;;;;
tchequie.csv;;DC, MC, MD;Wolverhampton Wanderers;7;27;191 cm;24,1 M €
tchequie.csv;;;;;;;
tchequie.csv;Ladislav Krejcí;;;;;;
tchequie.csv;;DC, DG, MG, DLG;Sparta Prague;20;33;189 cm;344 k €
tchequie.csv;;;;;;;
tchequie.csv;Jaroslav Zeleny;;;;;;
tchequie.csv;;DLG, DG, MG;Slavia Prague;14;25;183 cm;3,5 M €
tchequie.csv;;;;;;;
tchequie.csv;David Jurásek;;;;;;
tchequie.csv;;MD, MC, DLG, MO;Viktoria Plzen;12;25;179 cm;6,5 M €
tchequie.csv;;;;;;;
tchequie.csv;Lukás Cerv;;;;;;
tchequie.csv;;MD, MC, MO;Slavia Prague;18;27;169 cm;7,5 M €
tchequie.csv;;;;;;;
tchequie.csv;Michal Sadílek;;;;;;
tchequie.csv;;MD, MC, MO;West Ham United;22;31;190 cm;13,3 M €
tchequie.csv;;;;;;;
tchequie.csv;Tomás Soucek;;;;;;
tchequie.csv;;MC, MD;Hradec Kralove;8;35;171 cm;164,3 k €
tchequie.csv;;;;;;;
tchequie.csv;Vladimír Darida;;;;;;
tchequie.csv;;MC, MD;Sparta Prague;25;17;184 cm;230 k €
tchequie.csv;;;;;;;
tchequie.csv;Hugo Sochurek;;;;;;
tchequie.csv;;MD, DLD, DD;Slavia Prague;21;28;175 cm;2,4 M €
tchequie.csv;;;;;;;
tchequie.csv;David Doudera;;;;;;
tchequie.csv;;MG, DD, AD, DLG;Viktoria Plzen;24;23;188 cm;990,7 k €
tchequie.csv;;;;;;;
tchequie.csv;Alexandr Sojka;;;;;;
tchequie.csv;;MO;Hoffenheim;9;23;185 cm;16,4 M €
tchequie.csv;;;;;;;
tchequie.csv;Adam Hlozek;;;;;;
tchequie.csv;;MO, ATT, AD, AG;Lyon;15;25;177 cm;13,8 M €
tchequie.csv;;;;;;;
tchequie.csv;Pavel Sulc;;;;;;
tchequie.csv;;MO, AD, AG;Slavia Prague;17;29;189 cm;6,6 M €
tchequie.csv;;;;;;;
tchequie.csv;Lukás ProvodBlessé - Inconnu;;;;;;
tchequie.csv;;AG, MD, MO, AD, DLG, ATT, MD;Viktoria Plzen;26;23;177 cm;1,8 M €
tchequie.csv;;;;;;;
tchequie.csv;Denis Visinsky;;;;;;
tchequie.csv;;ATT, MO;Bayer Leverkusen;10;30;186 cm;20,3 M €
tchequie.csv;;;;;;;
tchequie.csv;Patrik Schick;;;;;;
tchequie.csv;;ATT;Sparta Prague;11;29;184 cm;1,4 M €
tchequie.csv;;;;;;;
tchequie.csv;Jan KuchtaBlessure à la cheville - Quelques jours;;;;;;
tchequie.csv;;ATT, AD, MO;Slavia Prague;13;27;187 cm;2,6 M €
tchequie.csv;;;;;;;
tchequie.csv;Mojmír Chytil;;;;;;
tchequie.csv;;ATT, AG;Slavia Prague;19;31;198 cm;1,7 M €
tchequie.csv;;;;;;;
tchequie.csv;Tomás Chory;;;;;;
tunisie.csv;;Entraineur;France;;54;;
tunisie.csv;;;;;;;
tunisie.csv;Sabri Lamouchi;;;;;;
tunisie.csv;;GA;CS Sfaxien;16;29;188 cm;707,4 k €
tunisie.csv;;;;;;;
tunisie.csv;Aymen Dahmen;;;;;;
tunisie.csv;;GA;Etoile du Sahel;28;29;189 cm;450 k €
tunisie.csv;;;;;;;
tunisie.csv;Sabri Ben Hassen;;;;;;
tunisie.csv;;DD, MC, DLD, MD, DC, MD;Young Boys;20;27;181 cm;803,9 k €
tunisie.csv;;;;;;;
tunisie.csv;Yan Valery;;;;;;
tunisie.csv;;DD, AD;IFK Norrköping;23;21;182 cm;640,2 k €
tunisie.csv;;;;;;;
tunisie.csv;Moutaz Neffati;;;;;;
tunisie.csv;;DC;Lorient;3;28;190 cm;6,4 M €
tunisie.csv;;;;;;;
tunisie.csv;Montassar Talbi;;;;;;
tunisie.csv;;DC;Maribor;4;24;188 cm;391 k €
tunisie.csv;;;;;;;
tunisie.csv;Omar Rekik;;;;;;
tunisie.csv;;DC;Servette;6;30;186 cm;542,4 k €
tunisie.csv;;;;;;;
tunisie.csv;Dylan Bronn;;;;;;
tunisie.csv;;DC;Kasımpaşa;24;21;188 cm;1,6 M €
tunisie.csv;;;;;;;
tunisie.csv;Adem Arous;;;;;;
tunisie.csv;;DG, DLG, MG;Nice;2;32;177 cm;1,7 M €
tunisie.csv;;;;;;;
tunisie.csv;Ali Abdi;;;;;;
tunisie.csv;;DG, DC;Espérance;21;30;181 cm;700 k €
tunisie.csv;;;;;;;
tunisie.csv;Mohamed Amine Ben Hmida;;;;;;
tunisie.csv;;MD, MC;Union Berlin;13;32;188 cm;1,5 M €
tunisie.csv;;;;;;;
tunisie.csv;Rani Khedira;;;;;;
tunisie.csv;;MD, MC, DC;Eintracht Frankfurt;17;31;185 cm;4,5 M €
tunisie.csv;;;;;;;
tunisie.csv;Ellyes Skhiri;;;;;;
tunisie.csv;;MG, AG, AD;FC København;7;27;187 cm;2,3 M €
tunisie.csv;;;;;;;
tunisie.csv;Elias Achouri;;;;;;
tunisie.csv;;MO, MC, MD;Burnley;10;23;177 cm;19,7 M €
tunisie.csv;;;;;;;
tunisie.csv;Hannibal Mejbri;;;;;;
tunisie.csv;;MO, AG, MC;Augsburg;11;22;180 cm;8,3 M €
tunisie.csv;;;;;;;
tunisie.csv;Ismaël Gharbi;;;;;;
tunisie.csv;;MO, MC, MD;Lugano;15;26;179 cm;3 M €
tunisie.csv;;;;;;;
tunisie.csv;Hadj Mahmoud;;;;;;
tunisie.csv;;MO, AD;Norwich City;25;25;188 cm;2,2 M €
tunisie.csv;;;;;;;
tunisie.csv;Anis Ben Slimane;;;;;;
tunisie.csv;;AG, MO;Hannover 96;8;26;185 cm;1,9 M €
tunisie.csv;;;;;;;
tunisie.csv;Elias Saad;;;;;;
tunisie.csv;;AG, MO, DG, AD, MC;Kasımpaşa;21;31;188 cm;1,3 M €
tunisie.csv;;;;;;;
tunisie.csv;Mortadha Ben Ouanes;;;;;;
tunisie.csv;;AG, AD;Celtic;26;23;182 cm;5,6 M €
tunisie.csv;;;;;;;
tunisie.csv;Sebastian Tounekti;;;;;;
tunisie.csv;;ATT, AG, MG;Dynamo Makhachkala;9;28;191 cm;672,6 k €
tunisie.csv;;;;;;;
tunisie.csv;Hazem Mastouri;;;;;;
tunisie.csv;;ATT;Vancouver Whitecaps;18;18;180 cm;1,5 M €
tunisie.csv;;;;;;;
tunisie.csv;Rayan Elloumi;;;;;;
tunisie.csv;;ATT;Club Africain;19;30;185 cm;804,2 k €
tunisie.csv;;;;;;;
tunisie.csv;Firas Chaouat;;;;;;
turquie.csv;;Entraineur;Italie;;51;172 cm;
turquie.csv;;;;;;;
turquie.csv;Vincenzo Montella;;;;;;
turquie.csv;;GA;Fenerbahçe;1;37;196 cm;534,1 k €
turquie.csv;;;;;;;
turquie.csv;Mert Günok;;;;;;
turquie.csv;;GA;Manchester United;12;28;198 cm;8 M €
turquie.csv;;;;;;;
turquie.csv;Altay Bayindir;;;;;;
turquie.csv;;GA;Galatasaray;23;30;191 cm;16,4 M €
turquie.csv;;;;;;;
turquie.csv;Ugurcan Çakir;;;;;;
turquie.csv;;DD, DC, DG;Fenerbahçe;18;27;188 cm;6,3 M €
turquie.csv;;;;;;;
turquie.csv;Mert Müldür;;;;;;
turquie.csv;;DC;Al Ahli;3;28;192 cm;14,2 M €
turquie.csv;;;;;;;
turquie.csv;Merih Demiral;;;;;;
turquie.csv;;DC;Fenerbahçe;4;30;187 cm;3,7 M €
turquie.csv;;;;;;;
turquie.csv;Caglar Söyüncü;;;;;;
turquie.csv;;DC;Galatasaray;14;31;184 cm;4,9 M €
turquie.csv;;;;;;;
turquie.csv;Abdülkerim Bardakci;;;;;;
turquie.csv;;DC;Hoffenheim;15;26;185 cm;3,4 M €
turquie.csv;;;;;;;
turquie.csv;Ozan Kabak;;;;;;
turquie.csv;;DC;Rizespor;25;32;190 cm;707,6 k €
turquie.csv;;;;;;;
turquie.csv;Samet Akaydin;;;;;;
turquie.csv;;DG, AG;Galatasaray;13;25;180 cm;5,1 M €
turquie.csv;;;;;;;
turquie.csv;Eren Elmali;;;;;;
turquie.csv;;DG, DD, AD, DLD;Brighton & Hove Albion;20;26;173 cm;37,5 M €
turquie.csv;;;;;;;
turquie.csv;Ferdi Kadioglu;;;;;;
turquie.csv;;DLD, DC, MD, DD;Roma;2;29;180 cm;7,6 M €
turquie.csv;;;;;;;
turquie.csv;Zeki Çelik;;;;;;
turquie.csv;;MD, DC;Galatasaray;22;31;184 cm;1,4 M €
turquie.csv;;;;;;;
turquie.csv;Kaan Ayhan;;;;;;
turquie.csv;;MD, MO, MC;Beşiktaş;6;25;175 cm;26,5 M €
turquie.csv;;;;;;;
turquie.csv;Orkun Kökcü;;;;;;
turquie.csv;;MD, MO, MC;Fenerbahçe;16;27;183 cm;13,4 M €
turquie.csv;;;;;;;
turquie.csv;Ismail Yüksek;;;;;;
turquie.csv;;MC;Borussia Dortmund;5;28;180 cm;1,9 M €
turquie.csv;;;;;;;
turquie.csv;Salih Özcan;;;;;;
turquie.csv;;MC, MD;Inter;10;32;176 cm;12,3 M €
turquie.csv;;;;;;;
turquie.csv;Hakan Çalhanoglu;;;;;;
turquie.csv;;MO, MC, MG, AD, MD;Real Madrid;8;21;176 cm;91,1 M €
turquie.csv;;;;;;;
turquie.csv;Arda Güler;;;;;;
turquie.csv;;MO, AG, ATT;Juventus;11;21;185 cm;83,2 M €
turquie.csv;;;;;;;
turquie.csv;Kenan YildizBlessure musculaire - Mi juin 2026;;;;;;
turquie.csv;;MO, AD, AG, ATT;Galatasaray;19;25;173 cm;19,2 M €
turquie.csv;;;;;;;
turquie.csv;Yunus Akgün;;;;;;
turquie.csv;;MO, MC, AG;Eintracht Frankfurt;26;20;186 cm;51,7 M €
turquie.csv;;;;;;;
turquie.csv;Can Uzun;;;;;;
turquie.csv;;AD, MO, MD;Kasımpaşa;17;30;176 cm;1,9 M €
turquie.csv;;;;;;;
turquie.csv;Irfan Kahveci;;;;;;
turquie.csv;;AD, AG, DD, DLD;Fenerbahçe;24;25;183 cm;9,2 M €
turquie.csv;;;;;;;
turquie.csv;Oguz Aydin;;;;;;
turquie.csv;;AG, ATT, MO;Fenerbahçe;7;27;173 cm;22,5 M €
turquie.csv;;;;;;;
turquie.csv;Kerem Aktürkoglu;;;;;;
turquie.csv;;AG, ATT, AD, MG, MO;Galatasaray;21;26;186 cm;23,1 M €
turquie.csv;;;;;;;
turquie.csv;Baris Alper Yilmaz;;;;;;
turquie.csv;;ATT, AG;FC Porto;9;21;190 cm;7,3 M €
turquie.csv;;;;;;;
turquie.csv;Deniz Gül;;;;;;
uruguay.csv;;Entraineur;Argentine;;70;;
uruguay.csv;;;;;;;
uruguay.csv;Marcelo Bielsa;;;;;;
uruguay.csv;;GA;Internacional;1;33;189 cm;1,2 M €
uruguay.csv;;;;;;;
uruguay.csv;Sergio RochetBlessure au dos - Mi juin 2026;;;;;;
uruguay.csv;;GA;Monterrey;12;28;185 cm;1,7 M €
uruguay.csv;;;;;;;
uruguay.csv;Santiago Mele;;;;;;
uruguay.csv;;GA;Estudiantes;23;39;190 cm;643,5 k €
uruguay.csv;;;;;;;
uruguay.csv;Fernando Muslera;;;;;;
uruguay.csv;;DD, DG;Flamengo;13;33;173 cm;1,1 M €
uruguay.csv;;;;;;;
uruguay.csv;Guillermo Varela;;;;;;
uruguay.csv;;DD, MC, MD, MD, AD;Real Madrid;8;27;182 cm;113 M €
uruguay.csv;;;;;;;
uruguay.csv;Federico Valverde;;;;;;
uruguay.csv;;DC;Atletico Madrid;2;31;185 cm;12,7 M €
uruguay.csv;;;;;;;
uruguay.csv;José Giménez;;;;;;
uruguay.csv;;DC;CF America;3;26;180 cm;3,1 M €
uruguay.csv;;;;;;;
uruguay.csv;Sebastián Cáceres;;;;;;
uruguay.csv;;DC, DD;Barcelona;4;27;192 cm;31,2 M €
uruguay.csv;;;;;;;
uruguay.csv;Ronald Araujo;;;;;;
uruguay.csv;;DC, DG, DLG;Napoli;16;28;185 cm;17,6 M €
uruguay.csv;;;;;;;
uruguay.csv;Mathías Olivera;;;;;;
uruguay.csv;;DC;Wolverhampton Wanderers;24;27;189 cm;14,4 M €
uruguay.csv;;;;;;;
uruguay.csv;Santiago Bueno;;;;;;
uruguay.csv;;DG;River Plate;17;28;180 cm;3,2 M €
uruguay.csv;;;;;;;
uruguay.csv;Matías Viña;;;;;;
uruguay.csv;;DG, AG, MG;Sporting CP;20;26;180 cm;25,1 M €
uruguay.csv;;;;;;;
uruguay.csv;Maxi Araújo;;;;;;
uruguay.csv;;DG, DLG;Palmeiras;22;27;185 cm;13,2 M €
uruguay.csv;;;;;;;
uruguay.csv;Joaquín Piquerez;;;;;;
uruguay.csv;;DG, DLG, MG, AG, AD;Real Salt Lake;25;26;172 cm;6 M €
uruguay.csv;;;;;;;
uruguay.csv;Juan Sanabria;;;;;;
uruguay.csv;;MD, MC;Manchester United;5;25;182 cm;42 M €
uruguay.csv;;;;;;;
uruguay.csv;Manuel Ugarte;;;;;;
uruguay.csv;;MD, MC;Tottenham Hotspur;6;28;187 cm;21,1 M €
uruguay.csv;;;;;;;
uruguay.csv;Rodrigo Bentancur;;;;;;
uruguay.csv;;MD, MC;Flamengo;7;29;167 cm;10,3 M €
uruguay.csv;;;;;;;
uruguay.csv;Nicolás de la Cruz;;;;;;
uruguay.csv;;MD, MC, DC;Palmeiras;15;26;184 cm;9 M €
uruguay.csv;;;;;;;
uruguay.csv;Emiliano Martínez;;;;;;
uruguay.csv;;MO, AG, MC;Flamengo;10;32;177 cm;14,4 M €
uruguay.csv;;;;;;;
uruguay.csv;Giorgian De ArrascaetaClavicule cassée - Mi juin 2026;;;;;;
uruguay.csv;;AD, AG, MD;Panathinaikos;11;24;174 cm;6,8 M €
uruguay.csv;;;;;;;
uruguay.csv;Facundo Pellistri;;;;;;
uruguay.csv;;AD, AG, MD;Fluminense;14;27;175 cm;4,9 M €
uruguay.csv;;;;;;;
uruguay.csv;Agustín Canobbio;;;;;;
uruguay.csv;;AD, MO, AG, MC, ATT;Braga;26;26;178 cm;22,7 M €
uruguay.csv;;;;;;;
uruguay.csv;Rodrigo Zalazar;;;;;;
uruguay.csv;;AG, AD, MO, ATT;CF America;18;26;174 cm;8,5 M €
uruguay.csv;;;;;;;
uruguay.csv;Brian Rodríguez;;;;;;
uruguay.csv;;ATT, AG, MO;Al Hilal;9;26;187 cm;26,7 M €
uruguay.csv;;;;;;;
uruguay.csv;Darwin Núñez;;;;;;
uruguay.csv;;ATT;Tigres;19;31;186 cm;1,7 M €
uruguay.csv;;;;;;;
uruguay.csv;Rodrigo Aguirre;;;;;;
uruguay.csv;;ATT, AD;Real Oviedo;21;27;181 cm;2,7 M €
uruguay.csv;;;;;;;
uruguay.csv;Federico Viñas;;;;;;
usa.csv;;Entraineur;Argentine;;54;;
usa.csv;;;;;;;
usa.csv;Mauricio Pochettino;;;;;;
usa.csv;;GA;New England Revolution;1;31;190 cm;1,5 M €
usa.csv;;;;;;;
usa.csv;Matt Turner;;;;;;
usa.csv;;GA;New York City FC;24;27;191 cm;1,4 M €
usa.csv;;;;;;;
usa.csv;Matt Freese;;;;;;
usa.csv;;GA;Chicago Fire FC;25;22;190 cm;2,2 M €
usa.csv;;;;;;;
usa.csv;Chris Brady;;;;;;
usa.csv;;DD, DG, DLD;PSV Eindhoven;2;25;170 cm;19,4 M €
usa.csv;;;;;;;
usa.csv;Sergiño Dest;;;;;;
usa.csv;;DD, DC;Villarreal;16;21;188 cm;2,6 M €
usa.csv;;;;;;;
usa.csv;Alex Freeman;;;;;;
usa.csv;;DC;Crystal Palace;3;26;188 cm;21,5 M €
usa.csv;;;;;;;
usa.csv;Chris Richards;;;;;;
usa.csv;;DC;Celtic;6;27;188 cm;5,7 M €
usa.csv;;;;;;;
usa.csv;Auston Trusty;;;;;;
usa.csv;;DC;FC Cincinnati;12;29;188 cm;2 M €
usa.csv;;;;;;;
usa.csv;Miles Robinson;;;;;;
usa.csv;;DC;Charlotte FC;13;38;186 cm;72 k €
usa.csv;;;;;;;
usa.csv;Tim Ream;;;;;;
usa.csv;;DC;Toulouse;22;27;184 cm;6,5 M €
